,Data As Of,Group,State,Age Group
58034,07/07/2021,By Month,Wisconsin,55-64 years
58035,07/07/2021,By Month,Wisconsin,65-74 years
58036,07/07/2021,By Month,Wisconsin,75-84 years
58037,07/07/2021,By Month,Wisconsin,85 years and over
58038,07/07/2021,By Month,Wisconsin,All Ages
58039,07/07/2021,By Month,Wisconsin,Under 1 year
58040,07/07/2021,By Month,Wisconsin,0-17 years
58041,07/07/2021,By Month,Wisconsin,1-4 years
58042,07/07/2021,By Month,Wisconsin,5-14 years
58043,07/07/2021,By Month,Wisconsin,15-24 years
58044,07/07/2021,By Month,Wisconsin,18-29 years
58045,07/07/2021,By Month,Wisconsin,25-34 years
58046,07/07/2021,By Month,Wisconsin,30-39 years
58047,07/07/2021,By Month,Wisconsin,35-44 years
58048,07/07/2021,By Month,Wisconsin,40-49 years
58049,07/07/2021,By Month,Wisconsin,45-54 years
58050,07/07/2021,By Month,Wisconsin,50-64 years
58051,07/07/2021,By Month,Wisconsin,55-64 years
58052,07/07/2021,By Month,Wisconsin,65-74 years
58053,07/07/2021,By Month,Wisconsin,75-84 years
58054,07/07/2021,By Month,Wisconsin,85 years and over
58055,07/07/2021,By Month,Wisconsin,All Ages
58056,07/07/2021,By Month,Wisconsin,Under 1 year
58057,07/07/2021,By Month,Wisconsin,0-17 years
58058,07/07/2021,By Month,Wisconsin,1-4 years
58059,07/07/2021,By Month,Wisconsin,5-14 years
58060,07/07/2021,By Month,Wisconsin,15-24 years
58061,07/07/2021,By Month,Wisconsin,18-29 years
58062,07/07/2021,By Month,Wisconsin,25-34 years
58063,07/07/2021,By Month,Wisconsin,30-39 years
58064,07/07/2021,By Month,Wisconsin,35-44 years
58065,07/07/2021,By Month,Wisconsin,40-49 years
58066,07/07/2021,By Month,Wisconsin,45-54 years
58067,07/07/2021,By Month,Wisconsin,50-64 years
58068,07/07/2021,By Month,Wisconsin,55-64 years
58069,07/07/2021,By Month,Wisconsin,65-74 years
58070,07/07/2021,By Month,Wisconsin,75-84 years
58071,07/07/2021,By Month,Wisconsin,85 years and over
58072,07/07/2021,By Month,Wisconsin,All Ages
58073,07/07/2021,By Month,Wisconsin,Under 1 year
58074,07/07/2021,By Month,Wisconsin,0-17 years
58075,07/07/2021,By Month,Wisconsin,1-4 years
58076,07/07/2021,By Month,Wisconsin,5-14 years
58077,07/07/2021,By Month,Wisconsin,15-24 years
58078,07/07/2021,By Month,Wisconsin,18-29 years
58079,07/07/2021,By Month,Wisconsin,25-34 years
58080,07/07/2021,By Month,Wisconsin,30-39 years
58081,07/07/2021,By Month,Wisconsin,35-44 years
58082,07/07/2021,By Month,Wisconsin,40-49 years
58083,07/07/2021,By Month,Wisconsin,45-54 years
58084,07/07/2021,By Month,Wisconsin,50-64 years
58085,07/07/2021,By Month,Wisconsin,55-64 years
58086,07/07/2021,By Month,Wisconsin,65-74 years
58087,07/07/2021,By Month,Wisconsin,75-84 years
58088,07/07/2021,By Month,Wisconsin,85 years and over
58089,07/07/2021,By Month,Wisconsin,All Ages
58090,07/07/2021,By Month,Wisconsin,Under 1 year
58091,07/07/2021,By Month,Wisconsin,0-17 years
58092,07/07/2021,By Month,Wisconsin,1-4 years
58093,07/07/2021,By Month,Wisconsin,5-14 years
58094,07/07/2021,By Month,Wisconsin,15-24 years
58095,07/07/2021,By Month,Wisconsin,18-29 years
58096,07/07/2021,By Month,Wisconsin,25-34 years
58097,07/07/2021,By Month,Wisconsin,30-39 years
58098,07/07/2021,By Month,Wisconsin,35-44 years
58099,07/07/2021,By Month,Wisconsin,40-49 years
58100,07/07/2021,By Month,Wisconsin,45-54 years
58101,07/07/2021,By Month,Wisconsin,50-64 years
58102,07/07/2021,By Month,Wisconsin,55-64 years
58103,07/07/2021,By Month,Wisconsin,65-74 years
58104,07/07/2021,By Month,Wisconsin,75-84 years
58105,07/07/2021,By Month,Wisconsin,85 years and over
58106,07/07/2021,By Month,Wisconsin,All Ages
58107,07/07/2021,By Month,Wisconsin,Under 1 year
58108,07/07/2021,By Month,Wisconsin,0-17 years
58109,07/07/2021,By Month,Wisconsin,1-4 years
58110,07/07/2021,By Month,Wisconsin,5-14 years
58111,07/07/2021,By Month,Wisconsin,15-24 years
58112,07/07/2021,By Month,Wisconsin,18-29 years
58113,07/07/2021,By Month,Wisconsin,25-34 years
58114,07/07/2021,By Month,Wisconsin,30-39 years
58115,07/07/2021,By Month,Wisconsin,35-44 years
58116,07/07/2021,By Month,Wisconsin,40-49 years
58117,07/07/2021,By Month,Wisconsin,45-54 years
58118,07/07/2021,By Month,Wisconsin,50-64 years
58119,07/07/2021,By Month,Wisconsin,55-64 years
58120,07/07/2021,By Month,Wisconsin,65-74 years
58121,07/07/2021,By Month,Wisconsin,75-84 years
58122,07/07/2021,By Month,Wisconsin,85 years and over
58123,07/07/2021,By Month,Wisconsin,All Ages
58124,07/07/2021,By Month,Wisconsin,Under 1 year
58125,07/07/2021,By Month,Wisconsin,0-17 years
58126,07/07/2021,By Month,Wisconsin,1-4 years
58127,07/07/2021,By Month,Wisconsin,5-14 years
58128,07/07/2021,By Month,Wisconsin,15-24 years
58129,07/07/2021,By Month,Wisconsin,18-29 years
58130,07/07/2021,By Month,Wisconsin,25-34 years
58131,07/07/2021,By Month,Wisconsin,30-39 years
58132,07/07/2021,By Month,Wisconsin,35-44 years
58133,07/07/2021,By Month,Wisconsin,40-49 years
58134,07/07/2021,By Month,Wisconsin,45-54 years
58135,07/07/2021,By Month,Wisconsin,50-64 years
58136,07/07/2021,By Month,Wisconsin,55-64 years
58137,07/07/2021,By Month,Wisconsin,65-74 years
58138,07/07/2021,By Month,Wisconsin,75-84 years
58139,07/07/2021,By Month,Wisconsin,85 years and over
58140,07/07/2021,By Month,Wisconsin,All Ages
58141,07/07/2021,By Month,Wisconsin,Under 1 year
58142,07/07/2021,By Month,Wisconsin,0-17 years
58143,07/07/2021,By Month,Wisconsin,1-4 years
58144,07/07/2021,By Month,Wisconsin,5-14 years
58145,07/07/2021,By Month,Wisconsin,15-24 years
58146,07/07/2021,By Month,Wisconsin,18-29 years
58147,07/07/2021,By Month,Wisconsin,25-34 years
58148,07/07/2021,By Month,Wisconsin,30-39 years
58149,07/07/2021,By Month,Wisconsin,35-44 years
58150,07/07/2021,By Month,Wisconsin,40-49 years
58151,07/07/2021,By Month,Wisconsin,45-54 years
58152,07/07/2021,By Month,Wisconsin,50-64 years
58153,07/07/2021,By Month,Wisconsin,55-64 years
58154,07/07/2021,By Month,Wisconsin,65-74 years
58155,07/07/2021,By Month,Wisconsin,75-84 years
58156,07/07/2021,By Month,Wisconsin,85 years and over
58157,07/07/2021,By Month,Wisconsin,All Ages
58158,07/07/2021,By Month,Wisconsin,Under 1 year
58159,07/07/2021,By Month,Wisconsin,0-17 years
58160,07/07/2021,By Month,Wisconsin,1-4 years
58161,07/07/2021,By Month,Wisconsin,5-14 years
58162,07/07/2021,By Month,Wisconsin,15-24 years
58163,07/07/2021,By Month,Wisconsin,18-29 years
58164,07/07/2021,By Month,Wisconsin,25-34 years
58165,07/07/2021,By Month,Wisconsin,30-39 years
58166,07/07/2021,By Month,Wisconsin,35-44 years
58167,07/07/2021,By Month,Wisconsin,40-49 years
58168,07/07/2021,By Month,Wisconsin,45-54 years
58169,07/07/2021,By Month,Wisconsin,50-64 years
58170,07/07/2021,By Month,Wisconsin,55-64 years
58171,07/07/2021,By Month,Wisconsin,65-74 years
58172,07/07/2021,By Month,Wisconsin,75-84 years
58173,07/07/2021,By Month,Wisconsin,85 years and over
58174,07/07/2021,By Month,Wisconsin,All Ages
58175,07/07/2021,By Month,Wisconsin,Under 1 year
58176,07/07/2021,By Month,Wisconsin,0-17 years
58177,07/07/2021,By Month,Wisconsin,1-4 years
58178,07/07/2021,By Month,Wisconsin,5-14 years
58179,07/07/2021,By Month,Wisconsin,15-24 years
58180,07/07/2021,By Month,Wisconsin,18-29 years
58181,07/07/2021,By Month,Wisconsin,25-34 years
58182,07/07/2021,By Month,Wisconsin,30-39 years
58183,07/07/2021,By Month,Wisconsin,35-44 years
58184,07/07/2021,By Month,Wisconsin,40-49 years
58185,07/07/2021,By Month,Wisconsin,45-54 years
58186,07/07/2021,By Month,Wisconsin,50-64 years
58187,07/07/2021,By Month,Wisconsin,55-64 years
58188,07/07/2021,By Month,Wisconsin,65-74 years
58189,07/07/2021,By Month,Wisconsin,75-84 years
58190,07/07/2021,By Month,Wisconsin,85 years and over
58191,07/07/2021,By Month,Wisconsin,All Ages
58192,07/07/2021,By Month,Wisconsin,Under 1 year
58193,07/07/2021,By Month,Wisconsin,0-17 years
58194,07/07/2021,By Month,Wisconsin,1-4 years
58195,07/07/2021,By Month,Wisconsin,5-14 years
58196,07/07/2021,By Month,Wisconsin,15-24 years
58197,07/07/2021,By Month,Wisconsin,18-29 years
58198,07/07/2021,By Month,Wisconsin,25-34 years
58199,07/07/2021,By Month,Wisconsin,30-39 years
58200,07/07/2021,By Month,Wisconsin,35-44 years
58201,07/07/2021,By Month,Wisconsin,40-49 years
58202,07/07/2021,By Month,Wisconsin,45-54 years
58203,07/07/2021,By Month,Wisconsin,50-64 years
58204,07/07/2021,By Month,Wisconsin,55-64 years
58205,07/07/2021,By Month,Wisconsin,65-74 years
58206,07/07/2021,By Month,Wisconsin,75-84 years
58207,07/07/2021,By Month,Wisconsin,85 years and over
58208,07/07/2021,By Month,Wisconsin,All Ages
58209,07/07/2021,By Month,Wisconsin,Under 1 year
58210,07/07/2021,By Month,Wisconsin,0-17 years
58211,07/07/2021,By Month,Wisconsin,1-4 years
58212,07/07/2021,By Month,Wisconsin,5-14 years
58213,07/07/2021,By Month,Wisconsin,15-24 years
58214,07/07/2021,By Month,Wisconsin,18-29 years
58215,07/07/2021,By Month,Wisconsin,25-34 years
58216,07/07/2021,By Month,Wisconsin,30-39 years
58217,07/07/2021,By Month,Wisconsin,35-44 years
58218,07/07/2021,By Month,Wisconsin,40-49 years
58219,07/07/2021,By Month,Wisconsin,45-54 years
58220,07/07/2021,By Month,Wisconsin,50-64 years
58221,07/07/2021,By Month,Wisconsin,55-64 years
58222,07/07/2021,By Month,Wisconsin,65-74 years
58223,07/07/2021,By Month,Wisconsin,75-84 years
58224,07/07/2021,By Month,Wisconsin,85 years and over
58225,07/07/2021,By Month,Wisconsin,All Ages
58226,07/07/2021,By Month,Wisconsin,Under 1 year
58227,07/07/2021,By Month,Wisconsin,0-17 years
58228,07/07/2021,By Month,Wisconsin,1-4 years
58229,07/07/2021,By Month,Wisconsin,5-14 years
58230,07/07/2021,By Month,Wisconsin,15-24 years
58231,07/07/2021,By Month,Wisconsin,18-29 years
58232,07/07/2021,By Month,Wisconsin,25-34 years
58233,07/07/2021,By Month,Wisconsin,30-39 years
58234,07/07/2021,By Month,Wisconsin,35-44 years
58235,07/07/2021,By Month,Wisconsin,40-49 years
58236,07/07/2021,By Month,Wisconsin,45-54 years
58237,07/07/2021,By Month,Wisconsin,50-64 years
58238,07/07/2021,By Month,Wisconsin,55-64 years
58239,07/07/2021,By Month,Wisconsin,65-74 years
58240,07/07/2021,By Month,Wisconsin,75-84 years
58241,07/07/2021,By Month,Wisconsin,85 years and over
58242,07/07/2021,By Month,Wisconsin,All Ages
58243,07/07/2021,By Month,Wisconsin,Under 1 year
58244,07/07/2021,By Month,Wisconsin,0-17 years
58245,07/07/2021,By Month,Wisconsin,1-4 years
58246,07/07/2021,By Month,Wisconsin,5-14 years
58247,07/07/2021,By Month,Wisconsin,15-24 years
58248,07/07/2021,By Month,Wisconsin,18-29 years
58249,07/07/2021,By Month,Wisconsin,25-34 years
58250,07/07/2021,By Month,Wisconsin,30-39 years
58251,07/07/2021,By Month,Wisconsin,35-44 years
58252,07/07/2021,By Month,Wisconsin,40-49 years
58253,07/07/2021,By Month,Wisconsin,45-54 years
58254,07/07/2021,By Month,Wisconsin,50-64 years
58255,07/07/2021,By Month,Wisconsin,55-64 years
58256,07/07/2021,By Month,Wisconsin,65-74 years
58257,07/07/2021,By Month,Wisconsin,75-84 years
58258,07/07/2021,By Month,Wisconsin,85 years and over
58259,07/07/2021,By Month,Wisconsin,All Ages
58260,07/07/2021,By Month,Wisconsin,Under 1 year
58261,07/07/2021,By Month,Wisconsin,0-17 years
58262,07/07/2021,By Month,Wisconsin,1-4 years
58263,07/07/2021,By Month,Wisconsin,5-14 years
58264,07/07/2021,By Month,Wisconsin,15-24 years
58265,07/07/2021,By Month,Wisconsin,18-29 years
58266,07/07/2021,By Month,Wisconsin,25-34 years
58267,07/07/2021,By Month,Wisconsin,30-39 years
58268,07/07/2021,By Month,Wisconsin,35-44 years
58269,07/07/2021,By Month,Wisconsin,40-49 years
58270,07/07/2021,By Month,Wisconsin,45-54 years
58271,07/07/2021,By Month,Wisconsin,50-64 years
58272,07/07/2021,By Month,Wisconsin,55-64 years
58273,07/07/2021,By Month,Wisconsin,65-74 years
58274,07/07/2021,By Month,Wisconsin,75-84 years
58275,07/07/2021,By Month,Wisconsin,85 years and over
58276,07/07/2021,By Month,Wisconsin,All Ages
58277,07/07/2021,By Month,Wisconsin,Under 1 year
58278,07/07/2021,By Month,Wisconsin,0-17 years
58279,07/07/2021,By Month,Wisconsin,1-4 years
58280,07/07/2021,By Month,Wisconsin,5-14 years
58281,07/07/2021,By Month,Wisconsin,15-24 years
58282,07/07/2021,By Month,Wisconsin,18-29 years
58283,07/07/2021,By Month,Wisconsin,25-34 years
58284,07/07/2021,By Month,Wisconsin,30-39 years
58285,07/07/2021,By Month,Wisconsin,35-44 years
58286,07/07/2021,By Month,Wisconsin,40-49 years
58287,07/07/2021,By Month,Wisconsin,45-54 years
58288,07/07/2021,By Month,Wisconsin,50-64 years
58289,07/07/2021,By Month,Wisconsin,55-64 years
58290,07/07/2021,By Month,Wisconsin,65-74 years
58291,07/07/2021,By Month,Wisconsin,75-84 years
58292,07/07/2021,By Month,Wisconsin,85 years and over
58293,07/07/2021,By Month,Wisconsin,All Ages
58294,07/07/2021,By Month,Wisconsin,Under 1 year
58295,07/07/2021,By Month,Wisconsin,0-17 years
58296,07/07/2021,By Month,Wisconsin,1-4 years
58297,07/07/2021,By Month,Wisconsin,5-14 years
58298,07/07/2021,By Month,Wisconsin,15-24 years
58299,07/07/2021,By Month,Wisconsin,18-29 years
58300,07/07/2021,By Month,Wisconsin,25-34 years
58301,07/07/2021,By Month,Wisconsin,30-39 years
58302,07/07/2021,By Month,Wisconsin,35-44 years
58303,07/07/2021,By Month,Wisconsin,40-49 years
58304,07/07/2021,By Month,Wisconsin,45-54 years
58305,07/07/2021,By Month,Wisconsin,50-64 years
58306,07/07/2021,By Month,Wisconsin,55-64 years
58307,07/07/2021,By Month,Wisconsin,65-74 years
58308,07/07/2021,By Month,Wisconsin,75-84 years
58309,07/07/2021,By Month,Wisconsin,85 years and over
58310,07/07/2021,By Month,Wisconsin,All Ages
58311,07/07/2021,By Month,Wisconsin,Under 1 year
58312,07/07/2021,By Month,Wisconsin,0-17 years
58313,07/07/2021,By Month,Wisconsin,1-4 years
58314,07/07/2021,By Month,Wisconsin,5-14 years
58315,07/07/2021,By Month,Wisconsin,15-24 years
58316,07/07/2021,By Month,Wisconsin,18-29 years
58317,07/07/2021,By Month,Wisconsin,25-34 years
58318,07/07/2021,By Month,Wisconsin,30-39 years
58319,07/07/2021,By Month,Wisconsin,35-44 years
58320,07/07/2021,By Month,Wisconsin,40-49 years
58321,07/07/2021,By Month,Wisconsin,45-54 years
58322,07/07/2021,By Month,Wisconsin,50-64 years
58323,07/07/2021,By Month,Wisconsin,55-64 years
58324,07/07/2021,By Month,Wisconsin,65-74 years
58325,07/07/2021,By Month,Wisconsin,75-84 years
58326,07/07/2021,By Month,Wisconsin,85 years and over
58327,07/07/2021,By Month,Wisconsin,All Ages
58328,07/07/2021,By Month,Wisconsin,Under 1 year
58329,07/07/2021,By Month,Wisconsin,0-17 years
58330,07/07/2021,By Month,Wisconsin,1-4 years
58331,07/07/2021,By Month,Wisconsin,5-14 years
58332,07/07/2021,By Month,Wisconsin,15-24 years
58333,07/07/2021,By Month,Wisconsin,18-29 years
58334,07/07/2021,By Month,Wisconsin,25-34 years
58335,07/07/2021,By Month,Wisconsin,30-39 years
58336,07/07/2021,By Month,Wisconsin,35-44 years
58337,07/07/2021,By Month,Wisconsin,40-49 years
58338,07/07/2021,By Month,Wisconsin,45-54 years
58339,07/07/2021,By Month,Wisconsin,50-64 years
58340,07/07/2021,By Month,Wisconsin,55-64 years
58341,07/07/2021,By Month,Wisconsin,65-74 years
58342,07/07/2021,By Month,Wisconsin,75-84 years
58343,07/07/2021,By Month,Wisconsin,85 years and over
58344,07/07/2021,By Month,Wisconsin,All Ages
58345,07/07/2021,By Month,Wisconsin,Under 1 year
58346,07/07/2021,By Month,Wisconsin,0-17 years
58347,07/07/2021,By Month,Wisconsin,1-4 years
58348,07/07/2021,By Month,Wisconsin,5-14 years
58349,07/07/2021,By Month,Wisconsin,15-24 years
58350,07/07/2021,By Month,Wisconsin,18-29 years
58351,07/07/2021,By Month,Wisconsin,25-34 years
58352,07/07/2021,By Month,Wisconsin,30-39 years
58353,07/07/2021,By Month,Wisconsin,35-44 years
58354,07/07/2021,By Month,Wisconsin,40-49 years
58355,07/07/2021,By Month,Wisconsin,45-54 years
58356,07/07/2021,By Month,Wisconsin,50-64 years
58357,07/07/2021,By Month,Wisconsin,55-64 years
58358,07/07/2021,By Month,Wisconsin,65-74 years
58359,07/07/2021,By Month,Wisconsin,75-84 years
58360,07/07/2021,By Month,Wisconsin,85 years and over
58361,07/07/2021,By Month,Wisconsin,All Ages
58362,07/07/2021,By Month,Wisconsin,Under 1 year
58363,07/07/2021,By Month,Wisconsin,0-17 years
58364,07/07/2021,By Month,Wisconsin,1-4 years
58365,07/07/2021,By Month,Wisconsin,5-14 years
58366,07/07/2021,By Month,Wisconsin,15-24 years
58367,07/07/2021,By Month,Wisconsin,18-29 years
58368,07/07/2021,By Month,Wisconsin,25-34 years
58369,07/07/2021,By Month,Wisconsin,30-39 years
58370,07/07/2021,By Month,Wisconsin,35-44 years
58371,07/07/2021,By Month,Wisconsin,40-49 years
58372,07/07/2021,By Month,Wisconsin,45-54 years
58373,07/07/2021,By Month,Wisconsin,50-64 years
58374,07/07/2021,By Month,Wisconsin,55-64 years
58375,07/07/2021,By Month,Wisconsin,65-74 years
58376,07/07/2021,By Month,Wisconsin,75-84 years
58377,07/07/2021,By Month,Wisconsin,85 years and over
58378,07/07/2021,By Month,Wisconsin,All Ages
58379,07/07/2021,By Month,Wisconsin,Under 1 year
58380,07/07/2021,By Month,Wisconsin,0-17 years
58381,07/07/2021,By Month,Wisconsin,1-4 years
58382,07/07/2021,By Month,Wisconsin,5-14 years
58383,07/07/2021,By Month,Wisconsin,15-24 years
58384,07/07/2021,By Month,Wisconsin,18-29 years
58385,07/07/2021,By Month,Wisconsin,25-34 years
58386,07/07/2021,By Month,Wisconsin,30-39 years
58387,07/07/2021,By Month,Wisconsin,35-44 years
58388,07/07/2021,By Month,Wisconsin,40-49 years
58389,07/07/2021,By Month,Wisconsin,45-54 years
58390,07/07/2021,By Month,Wisconsin,50-64 years
58391,07/07/2021,By Month,Wisconsin,55-64 years
58392,07/07/2021,By Month,Wisconsin,65-74 years
58393,07/07/2021,By Month,Wisconsin,75-84 years
58394,07/07/2021,By Month,Wisconsin,85 years and over
58395,07/07/2021,By Month,Wisconsin,All Ages
58396,07/07/2021,By Month,Wisconsin,Under 1 year
58397,07/07/2021,By Month,Wisconsin,0-17 years
58398,07/07/2021,By Month,Wisconsin,1-4 years
58399,07/07/2021,By Month,Wisconsin,5-14 years
58400,07/07/2021,By Month,Wisconsin,15-24 years
58401,07/07/2021,By Month,Wisconsin,18-29 years
58402,07/07/2021,By Month,Wisconsin,25-34 years
58403,07/07/2021,By Month,Wisconsin,30-39 years
58404,07/07/2021,By Month,Wisconsin,35-44 years
58405,07/07/2021,By Month,Wisconsin,40-49 years
58406,07/07/2021,By Month,Wisconsin,45-54 years
58407,07/07/2021,By Month,Wisconsin,50-64 years
58408,07/07/2021,By Month,Wisconsin,55-64 years
58409,07/07/2021,By Month,Wisconsin,65-74 years
58410,07/07/2021,By Month,Wisconsin,75-84 years
58411,07/07/2021,By Month,Wisconsin,85 years and over
58412,07/07/2021,By Month,Wisconsin,All Ages
58413,07/07/2021,By Month,Wisconsin,Under 1 year
58414,07/07/2021,By Month,Wisconsin,0-17 years
58415,07/07/2021,By Month,Wisconsin,1-4 years
58416,07/07/2021,By Month,Wisconsin,5-14 years
58417,07/07/2021,By Month,Wisconsin,15-24 years
58418,07/07/2021,By Month,Wisconsin,18-29 years
58419,07/07/2021,By Month,Wisconsin,25-34 years
58420,07/07/2021,By Month,Wisconsin,30-39 years
58421,07/07/2021,By Month,Wisconsin,35-44 years
58422,07/07/2021,By Month,Wisconsin,40-49 years
58423,07/07/2021,By Month,Wisconsin,45-54 years
58424,07/07/2021,By Month,Wisconsin,50-64 years
58425,07/07/2021,By Month,Wisconsin,55-64 years
58426,07/07/2021,By Month,Wisconsin,65-74 years
58427,07/07/2021,By Month,Wisconsin,75-84 years
58428,07/07/2021,By Month,Wisconsin,85 years and over
58429,07/07/2021,By Month,Wisconsin,All Ages
58430,07/07/2021,By Month,Wisconsin,Under 1 year
58431,07/07/2021,By Month,Wisconsin,0-17 years
58432,07/07/2021,By Month,Wisconsin,1-4 years
58433,07/07/2021,By Month,Wisconsin,5-14 years
58434,07/07/2021,By Month,Wisconsin,15-24 years
58435,07/07/2021,By Month,Wisconsin,18-29 years
58436,07/07/2021,By Month,Wisconsin,25-34 years
58437,07/07/2021,By Month,Wisconsin,30-39 years
58438,07/07/2021,By Month,Wisconsin,35-44 years
58439,07/07/2021,By Month,Wisconsin,40-49 years
58440,07/07/2021,By Month,Wisconsin,45-54 years
58441,07/07/2021,By Month,Wisconsin,50-64 years
58442,07/07/2021,By Month,Wisconsin,55-64 years
58443,07/07/2021,By Month,Wisconsin,65-74 years
58444,07/07/2021,By Month,Wisconsin,75-84 years
58445,07/07/2021,By Month,Wisconsin,85 years and over
58446,07/07/2021,By Month,Wisconsin,All Ages
58447,07/07/2021,By Month,Wisconsin,Under 1 year
58448,07/07/2021,By Month,Wisconsin,0-17 years
58449,07/07/2021,By Month,Wisconsin,1-4 years
58450,07/07/2021,By Month,Wisconsin,5-14 years
58451,07/07/2021,By Month,Wisconsin,15-24 years
58452,07/07/2021,By Month,Wisconsin,18-29 years
58453,07/07/2021,By Month,Wisconsin,25-34 years
58454,07/07/2021,By Month,Wisconsin,30-39 years
58455,07/07/2021,By Month,Wisconsin,35-44 years
58456,07/07/2021,By Month,Wisconsin,40-49 years
58457,07/07/2021,By Month,Wisconsin,45-54 years
58458,07/07/2021,By Month,Wisconsin,50-64 years
58459,07/07/2021,By Month,Wisconsin,55-64 years
58460,07/07/2021,By Month,Wisconsin,65-74 years
58461,07/07/2021,By Month,Wisconsin,75-84 years
58462,07/07/2021,By Month,Wisconsin,85 years and over
58463,07/07/2021,By Month,Wisconsin,All Ages
58464,07/07/2021,By Month,Wisconsin,Under 1 year
58465,07/07/2021,By Month,Wisconsin,0-17 years
58466,07/07/2021,By Month,Wisconsin,1-4 years
58467,07/07/2021,By Month,Wisconsin,5-14 years
58468,07/07/2021,By Month,Wisconsin,15-24 years
58469,07/07/2021,By Month,Wisconsin,18-29 years
58470,07/07/2021,By Month,Wisconsin,25-34 years
58471,07/07/2021,By Month,Wisconsin,30-39 years
58472,07/07/2021,By Month,Wisconsin,35-44 years
58473,07/07/2021,By Month,Wisconsin,40-49 years
58474,07/07/2021,By Month,Wisconsin,45-54 years
58475,07/07/2021,By Month,Wisconsin,50-64 years
58476,07/07/2021,By Month,Wisconsin,55-64 years
58477,07/07/2021,By Month,Wisconsin,65-74 years
58478,07/07/2021,By Month,Wisconsin,75-84 years
58479,07/07/2021,By Month,Wisconsin,85 years and over
58480,07/07/2021,By Month,Wisconsin,All Ages
58481,07/07/2021,By Month,Wisconsin,Under 1 year
58482,07/07/2021,By Month,Wisconsin,0-17 years
58483,07/07/2021,By Month,Wisconsin,1-4 years
58484,07/07/2021,By Month,Wisconsin,5-14 years
58485,07/07/2021,By Month,Wisconsin,15-24 years
58486,07/07/2021,By Month,Wisconsin,18-29 years
58487,07/07/2021,By Month,Wisconsin,25-34 years
58488,07/07/2021,By Month,Wisconsin,30-39 years
58489,07/07/2021,By Month,Wisconsin,35-44 years
58490,07/07/2021,By Month,Wisconsin,40-49 years
58491,07/07/2021,By Month,Wisconsin,45-54 years
58492,07/07/2021,By Month,Wisconsin,50-64 years
58493,07/07/2021,By Month,Wisconsin,55-64 years
58494,07/07/2021,By Month,Wisconsin,65-74 years
58495,07/07/2021,By Month,Wisconsin,75-84 years
58496,07/07/2021,By Month,Wisconsin,85 years and over
58497,07/07/2021,By Month,Wisconsin,All Ages
58498,07/07/2021,By Month,Wisconsin,Under 1 year
58499,07/07/2021,By Month,Wisconsin,0-17 years
58500,07/07/2021,By Month,Wisconsin,1-4 years
58501,07/07/2021,By Month,Wisconsin,5-14 years
58502,07/07/2021,By Month,Wisconsin,15-24 years
58503,07/07/2021,By Month,Wisconsin,18-29 years
58504,07/07/2021,By Month,Wisconsin,25-34 years
58505,07/07/2021,By Month,Wisconsin,30-39 years
58506,07/07/2021,By Month,Wisconsin,35-44 years
58507,07/07/2021,By Month,Wisconsin,40-49 years
58508,07/07/2021,By Month,Wisconsin,45-54 years
58509,07/07/2021,By Month,Wisconsin,50-64 years
58510,07/07/2021,By Month,Wisconsin,55-64 years
58511,07/07/2021,By Month,Wisconsin,65-74 years
58512,07/07/2021,By Month,Wisconsin,75-84 years
58513,07/07/2021,By Month,Wisconsin,85 years and over
58514,07/07/2021,By Month,Wisconsin,All Ages
58515,07/07/2021,By Month,Wisconsin,Under 1 year
58516,07/07/2021,By Month,Wisconsin,0-17 years
58517,07/07/2021,By Month,Wisconsin,1-4 years
58518,07/07/2021,By Month,Wisconsin,5-14 years
58519,07/07/2021,By Month,Wisconsin,15-24 years
58520,07/07/2021,By Month,Wisconsin,18-29 years
58521,07/07/2021,By Month,Wisconsin,25-34 years
58522,07/07/2021,By Month,Wisconsin,30-39 years
58523,07/07/2021,By Month,Wisconsin,35-44 years
58524,07/07/2021,By Month,Wisconsin,40-49 years
58525,07/07/2021,By Month,Wisconsin,45-54 years
58526,07/07/2021,By Month,Wisconsin,50-64 years
58527,07/07/2021,By Month,Wisconsin,55-64 years
58528,07/07/2021,By Month,Wisconsin,65-74 years
58529,07/07/2021,By Month,Wisconsin,75-84 years
58530,07/07/2021,By Month,Wisconsin,85 years and over
58531,07/07/2021,By Month,Wisconsin,All Ages
58532,07/07/2021,By Month,Wisconsin,Under 1 year
58533,07/07/2021,By Month,Wisconsin,0-17 years
58534,07/07/2021,By Month,Wisconsin,1-4 years
58535,07/07/2021,By Month,Wisconsin,5-14 years
58536,07/07/2021,By Month,Wisconsin,15-24 years
58537,07/07/2021,By Month,Wisconsin,18-29 years
58538,07/07/2021,By Month,Wisconsin,25-34 years
58539,07/07/2021,By Month,Wisconsin,30-39 years
58540,07/07/2021,By Month,Wisconsin,35-44 years
58541,07/07/2021,By Month,Wisconsin,40-49 years
58542,07/07/2021,By Month,Wisconsin,45-54 years
58543,07/07/2021,By Month,Wisconsin,50-64 years
58544,07/07/2021,By Month,Wisconsin,55-64 years
58545,07/07/2021,By Month,Wisconsin,65-74 years
58546,07/07/2021,By Month,Wisconsin,75-84 years
58547,07/07/2021,By Month,Wisconsin,85 years and over
58548,07/07/2021,By Month,Wisconsin,All Ages
58549,07/07/2021,By Month,Wisconsin,Under 1 year
58550,07/07/2021,By Month,Wisconsin,0-17 years
